id,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,city,state,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,weekly_price,monthly_price,security_deposit,cleaning_fee,minimum_nights,number_of_reviews,first_review,last_review,date_listed
2187906,"Seattle, Washington, United States",within an hour,79,91,f,Greenwood,2.0,2.0,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,t,Seattle,WA,House,Private room,2,0.5,1.0,1.0,Real Bed,50.0,350.0,1500.0,,,1,21,2014-03-17,2015-12-22,2016-09-12
9091301,US,within a day,95,81,f,Greenwood,1.0,1.0,"['email', 'phone', 'reviews']",t,f,Seattle,WA,House,Private room,2,1.0,1.0,1.0,Real Bed,50.0,350.0,1500.0,,,1,3,2015-10-28,2015-11-23,2016-03-21
9048584,"Seattle, Washington, United States",within an hour,79,98,f,Greenwood,4.0,4.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t,Seattle,WA,House,Private room,2,1.0,1.0,1.0,Real Bed,70.0,490.0,2100.0,,20.0,1,0,,,2016-10-24
7382368,"Seattle, Washington, United States",,90,77,f,Greenwood,1.0,1.0,"['email', 'phone', 'reviews']",t,f,Seattle,WA,House,Private room,2,1.0,1.0,1.0,Real Bed,40.0,250.0,1200.0,,,1,1,2015-10-02,2015-10-02,2016-01-11
5278993,"Seattle, Washington, United States",,87,90,f,Greenwood,1.0,1.0,"['email', 'phone', 'reviews']",t,f,Seattle,WA,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,40.0,200.0,600.0,,,1,1,2015-02-11,2015-02-11,2016-03-17
8717758,"Seattle, Washington, United States",within a few hours,97,87,f,Greenwood,3.0,3.0,"['email', 'phone', 'reviews']",t,f,Seattle,WA,House,Private room,1,1.0,1.0,1.0,Real Bed,38.0,250.0,825.0,300.0,50.0,1,0,,,2016-05-15
10299195,US,,79,74,f,,1.0,1.0,"['email', 'phone', 'google', 'linkedin', 'kba']",t,t,Seattle,WA,House,Private room,1,1.0,1.0,1.0,Real Bed,26.0,182.0,780.0,,5.0,1,0,,,2016-01-19
7064681,"Seattle, Washington, United States",within an hour,80,99,f,Greenwood,2.0,2.0,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,t,Seattle,WA,Tent,Shared room,2,1.0,1.0,2.0,Real Bed,25.0,175.0,750.0,,,1,4,2015-07-19,2015-08-09,2016-04-24
1935439,US,within a day,73,76,f,Greenwood,1.0,1.0,"['email', 'phone', 'reviews']",t,f,Seattle,WA,House,Private room,2,2.0,1.0,1.0,Futon,49.0,250.0,800.0,400.0,30.0,2,3,2014-06-22,2015-10-04,2016-03-24
5931372,"Seattle, Washington, United States",within a day,91,95,f,Bitter Lake,2.0,2.0,"['phone', 'reviews', 'jumio']",t,f,Seattle,WA,House,Entire home/apt,6,1.5,2.0,3.0,Real Bed,129.0,800.0,3000.0,,35.0,1,12,2015-04-18,2015-08-28,2016-12-12
1984692,"Seattle, WA, United States",,81,92,f,Greenwood,1.0,1.0,"['email', 'phone', 'reviews']",t,f,Seattle,WA,House,Entire home/apt,5,2.0,2.0,2.0,Real Bed,175.0,1200.0,5250.0,250.0,80.0,2,5,2014-06-20,2015-04-13,2016-05-09
4360604,"Seattle, Washington, United States",within an hour,91,87,t,Greenwood,3.0,3.0,"['email', 'phone', 'facebook', 'google', 'linkedin', 'reviews', 'jumio']",t,t,Seattle,WA,House,Private room,2,1.0,1.0,2.0,Real Bed,42.0,161.0,600.0,100.0,25.0,1,16,2015-03-24,2015-11-29,2016-07-10
9712348,"Seattle, Washington, United States",,74,89,f,Greenwood,1.0,1.0,"['email', 'phone', 'facebook', 'linkedin', 'reviews', 'kba']",t,t,Seattle,WA,House,Entire home/apt,4,1.5,2.0,2.0,Real Bed,126.0,882.0,3780.0,100.0,100.0,2,0,,,2016-11-01
7151107,"Seattle, Washington, United States",within a few hours,74,75,f,,1.0,1.0,"['email', 'phone', 'google', 'reviews', 'jumio']",t,t,Seattle,WA,House,Entire home/apt,6,3.5,3.0,3.0,Real Bed,299.0,2093.0,8970.0,100.0,100.0,1,5,2015-07-26,2015-11-29,2016-11-06
7935437,US,within a few hours,75,72,f,Greenwood,1.0,1.0,"['email', 'phone', 'reviews']",t,f,Seattle,WA,House,Private room,5,1.0,1.0,2.0,Real Bed,99.0,600.0,1800.0,,40.0,2,3,2015-09-07,2015-09-29,2016-11-01
6364753,"Seattle, Washington, United States",within a day,78,97,f,Greenwood,1.0,1.0,"['email', 'phone', 'google', 'reviews', 'jumio']",t,t,Seattle,WA,House,Entire home/apt,4,1.5,2.0,2.0,Real Bed,175.0,1225.0,5250.0,,100.0,4,4,2015-06-19,2015-06-28,2016-04-08
7952032,US,,88,70,f,Greenwood,1.0,1.0,"['email', 'phone']",t,f,Seattle,WA,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,125.0,875.0,3750.0,150.0,35.0,2,0,,,2016-12-18
6166307,"Seattle, Washington, United States",within an hour,97,89,t,Greenwood,1.0,1.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t,Seattle,WA,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,120.0,893.0,3160.0,200.0,50.0,1,21,2015-05-15,2015-12-22,2016-03-15
3282760,"Seattle, Washington, United States",,79,74,f,Greenwood,1.0,1.0,"['email', 'phone']",t,f,Seattle,WA,House,Private room,2,1.0,1.0,1.0,Futon,42.0,250.0,882.0,,,1,0,,,2016-12-05
6411259,"Seattle, Washington, United States",within an hour,75,74,t,Greenwood,1.0,1.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t,Seattle,WA,House,Private room,2,1.0,1.0,1.0,Real Bed,56.0,450.0,1560.0,,25.0,2,31,2015-06-08,2015-12-18,2016-06-14
670262,"Seattle, Washington, United States",within a few hours,94,77,f,Greenwood,2.0,2.0,"['email', 'phone', 'reviews', 'kba']",t,t,Seattle,WA,House,Private room,1,1.0,1.0,1.0,Real Bed,55.0,375.0,1175.0,500.0,,5,2,2013-02-08,2014-12-01,2016-01-25
8411663,"Seattle, Washington, United States",within an hour,90,97,f,Greenwood,2.0,2.0,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,t,Seattle,WA,House,Private room,2,1.5,1.0,1.0,Real Bed,55.0,375.0,1650.0,95.0,20.0,1,0,,,2016-12-08
6926511,"Seattle, Washington, United States",within an hour,90,83,f,Greenwood,1.0,1.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t,Seattle,WA,House,Entire home/apt,6,2.0,2.0,2.0,Real Bed,235.0,1645.0,7050.0,,60.0,2,7,2015-07-05,2016-01-01,2016-04-27
9908591,"Seattle, Washington, United States",within a few hours,71,96,f,Greenwood,1.0,1.0,"['email', 'phone', 'reviews', 'jumio']",t,t,Seattle,WA,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,100.0,700.0,3000.0,,,2,2,2015-12-15,2015-12-15,2016-05-24
5640722,"Seattle, Washington, United States",within an hour,82,91,t,Greenwood,1.0,1.0,"['email', 'phone', 'reviews', 'kba']",t,t,Seattle,WA,House,Private room,2,1.0,1.0,1.0,Real Bed,60.0,410.0,1800.0,100.0,30.0,3,29,2015-03-29,2015-10-05,2016-12-18
6701018,"Seattle, Washington, United States",within an hour,91,93,f,Greenwood,2.0,2.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t,Seattle,WA,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,67.0,439.0,2500.0,300.0,125.0,1,21,2015-06-14,2015-12-10,2016-02-06
3653575,"Seattle, Washington, United States",within an hour,94,95,f,Greenwood,1.0,1.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t,Seattle,WA,House,Private room,4,1.0,1.0,1.0,Real Bed,95.0,665.0,2850.0,200.0,50.0,1,26,2014-07-25,2015-08-19,2016-08-18
7647221,"San Diego, California, United States",within an hour,99,85,f,Greenwood,1.0,1.0,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,t,Seattle,WA,Condominium,Entire home/apt,5,2.0,2.0,2.0,Real Bed,115.0,425.0,2000.0,100.0,20.0,2,3,2015-11-09,2015-12-06,2016-10-24
3637180,"Seattle, Washington, United States",within an hour,79,92,f,Greenwood,2.0,2.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t,Seattle,WA,House,Private room,2,1.0,1.0,1.0,Real Bed,50.0,350.0,1500.0,,20.0,1,58,2014-07-20,2015-12-28,2016-09-28
6215199,"Seattle, Washington, United States",within a day,74,97,f,Greenwood,1.0,1.0,"['email', 'phone', 'facebook', 'google', 'reviews', 'jumio']",t,t,Seattle,WA,House,Entire home/apt,6,2.0,3.0,4.0,Real Bed,199.0,1300.0,5000.0,,,3,7,2015-06-18,2015-09-07,2016-10-05
714043,"Seattle, Washington, United States",within an hour,99,90,f,Greenwood,3.0,3.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t,Seattle,WA,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,86.0,800.0,2500.0,500.0,80.0,2,36,2012-10-02,2015-11-13,2016-02-06
3890990,"Seattle, Washington, United States",within a few hours,77,93,f,Queen Anne,9.0,9.0,"['email', 'phone', 'facebook', 'linkedin', 'reviews', 'jumio']",t,t,Seattle,WA,House,Entire home/apt,7,1.0,2.0,4.0,Real Bed,175.0,1225.0,5250.0,250.0,100.0,1,57,2014-08-24,2015-12-07,2016-06-01
4038347,"Seattle, Washington, United States",within an hour,74,75,f,Greenwood,2.0,2.0,"['email', 'phone', 'reviews']",t,f,Seattle,WA,House,Private room,1,1.0,1.0,1.0,Real Bed,55.0,385.0,1650.0,,,1,48,2014-09-14,2015-12-13,2016-07-17
523883,"Seattle, Washington, United States",within an hour,95,83,f,Greenwood,1.0,1.0,"['email', 'phone', 'reviews', 'jumio']",t,t,Seattle,WA,House,Private room,2,1.0,1.0,1.0,Real Bed,68.0,450.0,850.0,100.0,,2,49,2012-07-20,2015-12-24,2016-01-02
4693488,"Seattle, Washington, United States",within an hour,88,83,t,Greenwood,1.0,1.0,"['email', 'phone', 'facebook', 'reviews']",t,f,Seattle,WA,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,90.0,650.0,2400.0,,35.0,3,22,2015-01-26,2015-10-19,2016-12-28
5127136,"Seattle, Washington, United States",within an hour,73,71,t,Greenwood,1.0,1.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t,Seattle,WA,Townhouse,Entire home/apt,8,1.5,3.0,4.0,Real Bed,139.0,1110.0,3995.0,300.0,100.0,2,43,2015-04-19,2015-12-29,2016-10-25
7674720,"Seattle, Washington, United States",within a few hours,97,90,f,Greenwood,1.0,1.0,"['email', 'phone', 'facebook', 'reviews']",t,f,Seattle,WA,Condominium,Private room,2,1.0,1.0,1.0,Real Bed,51.0,256.0,1530.0,95.0,5.0,1,2,2015-09-13,2015-09-24,2016-03-30
8028801,"Seattle, Washington, United States",within a few hours,87,97,f,Greenwood,1.0,1.0,"['email', 'phone', 'facebook', 'google', 'reviews', 'kba']",t,t,Seattle,WA,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,50.0,300.0,1100.0,,,1,14,2015-09-11,2015-11-29,2016-05-12
9050781,"Seattle, Washington, United States",within an hour,83,76,f,Greenwood,1.0,1.0,"['email', 'phone', 'linkedin', 'reviews', 'kba']",t,t,Seattle,WA,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,115.0,805.0,3450.0,500.0,75.0,3,0,,,2016-11-22
178844,"Seattle, Washington, United States",within an hour,77,99,f,Greenwood,4.0,4.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t,Seattle,WA,House,Entire home/apt,3,1.0,1.0,2.0,Real Bed,80.0,400.0,1500.0,,25.0,2,2,2015-11-27,2015-12-09,2016-07-31
8034871,"Seattle, Washington, United States",within a day,85,83,f,Greenwood,1.0,1.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t,Seattle,WA,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,95.0,665.0,2850.0,,20.0,2,6,2015-09-08,2015-12-27,2016-08-07
3208330,"Seattle, Washington, United States",,73,77,f,Greenwood,1.0,1.0,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,t,Seattle,WA,House,Private room,2,2.0,1.0,1.0,Real Bed,85.0,637.0,2550.0,,30.0,2,52,2014-06-13,2015-10-06,2016-08-27
9492036,"Seattle, Washington, United States",a few days or more,97,75,f,,1.0,1.0,"['email', 'phone', 'facebook']",t,f,Seattle,WA,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,75.0,525.0,2250.0,,,1,0,,,2016-08-29
4863533,"Seattle, Washington, United States",,85,87,f,Greenwood,1.0,1.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t,Seattle,WA,Apartment,Entire home/apt,5,1.0,2.0,6.0,Real Bed,100.0,700.0,3000.0,,,3,2,2015-07-21,2015-07-27,2016-04-02
4360485,"Seattle, Washington, United States",within an hour,72,85,t,Greenwood,3.0,3.0,"['email', 'phone', 'facebook', 'google', 'linkedin', 'reviews', 'jumio']",t,t,Seattle,WA,House,Private room,2,1.0,1.0,1.0,Real Bed,63.0,226.0,800.0,100.0,50.0,1,16,2015-02-28,2015-12-01,2016-11-12
8194286,"Seattle, Washington, United States",,98,96,f,Greenwood,1.0,1.0,"['email', 'phone', 'reviews', 'kba']",t,t,Seattle,WA,House,Entire home/apt,4,1.0,2.0,1.0,Real Bed,100.0,700.0,3000.0,,,2,1,2015-09-28,2015-09-28,2016-05-08
5524847,"San Francisco, California, United States",within an hour,97,73,f,Greenwood,2.0,2.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t,Seattle,WA,Apartment,Entire home/apt,5,1.0,2.0,3.0,Real Bed,135.0,1100.0,4200.0,300.0,95.0,2,20,2015-04-15,2015-12-26,2016-02-23
9236814,"Seattle, Washington, United States",within a few hours,80,97,f,Greenwood,1.0,1.0,"['email', 'phone', 'kba']",t,f,Seattle,WA,House,Entire home/apt,4,2.0,2.0,2.0,Real Bed,125.0,875.0,3750.0,,60.0,2,0,,,2016-12-05
8483744,"Seattle, Washington, United States",within an hour,72,71,f,Greenwood,1.0,1.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t,Seattle,WA,House,Entire home/apt,4,1.0,1.0,2.0,Real Bed,69.0,550.0,2070.0,250.0,50.0,2,1,2015-12-22,2015-12-22,2016-08-31
609421,"Seattle, Washington, United States",within an hour,96,87,f,Greenwood,2.0,2.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t,Seattle,WA,House,Private room,4,1.0,1.0,3.0,Real Bed,280.0,1400.0,4200.0,,50.0,1,2,2014-08-10,2015-06-15,2016-08-23
3543247,"Seattle, Washington, United States",within an hour,81,89,t,,1.0,1.0,"['email', 'phone', 'facebook', 'reviews']",t,f,Seattle,WA,House,Entire home/apt,4,1.0,1.0,3.0,Real Bed,160.0,1000.0,4000.0,,60.0,1,58,2014-10-27,2015-12-13,2016-12-25
4567243,"Seattle, Washington, United States",within a day,70,70,f,,1.0,1.0,"['email', 'phone', 'facebook', 'reviews']",t,f,Seattle,WA,House,Entire home/apt,4,1.0,1.0,2.0,Real Bed,75.0,490.0,1700.0,,50.0,7,2,2015-01-03,2015-12-28,2016-08-02
749758,"Seattle, Washington, United States",within a few hours,75,90,f,Greenwood,2.0,2.0,"['email', 'phone', 'reviews']",t,f,Seattle,WA,House,Entire home/apt,5,1.0,3.0,3.0,Real Bed,98.0,686.0,2330.0,,,1,13,2013-05-13,2015-11-28,2016-06-07
4854767,US,within a few hours,96,74,f,Greenwood,1.0,1.0,"['email', 'phone', 'google', 'linkedin', 'reviews', 'jumio']",t,t,Seattle,WA,House,Entire home/apt,3,1.0,2.0,2.0,Real Bed,109.0,732.0,2290.0,200.0,75.0,1,19,2014-12-25,2015-12-23,2016-04-29
8129537,"Seattle, Washington, United States",within a day,81,70,f,,1.0,1.0,"['email', 'phone', 'facebook']",t,f,Seattle,WA,House,Entire home/apt,5,1.0,3.0,3.0,Real Bed,125.0,750.0,1950.0,,100.0,2,0,,,2016-03-09
5014835,"Seattle, Washington",,81,78,f,Greenwood,1.0,1.0,"['phone', 'linkedin', 'reviews', 'kba']",t,f,Seattle,WA,House,Entire home/apt,5,2.0,4.0,3.0,Real Bed,225.0,1575.0,6750.0,,50.0,1,2,2015-04-22,2015-07-04,2016-10-30
421168,"Seattle, Washington, United States",within a few hours,74,93,t,,1.0,1.0,"['email', 'phone', 'facebook', 'reviews']",t,f,Seattle,WA,Other,Private room,2,1.0,1.0,1.0,Real Bed,69.0,483.0,2070.0,,10.0,1,209,2012-07-06,2015-12-18,2016-09-21
58503,"Seattle, Washington, United States",within an hour,90,79,f,Greenwood,1.0,1.0,"['email', 'phone', 'facebook', 'reviews']",t,f,Seattle,WA,House,Entire home/apt,4,1.0,2.0,3.0,Real Bed,75.0,475.0,1750.0,,,1,76,2014-09-28,2015-11-23,2016-05-28
7881802,"Seattle, Washington, United States",within an hour,90,95,f,Greenwood,1.0,1.0,"['email', 'phone', 'reviews']",t,f,Seattle,WA,House,Entire home/apt,10,3.0,4.0,5.0,Real Bed,300.0,1600.0,5900.0,250.0,159.0,2,4,2015-09-26,2015-11-16,2016-04-10
9562586,"Seattle, Washington, United States",within an hour,70,75,f,Greenwood,1.0,1.0,"['email', 'phone', 'facebook', 'google', 'kba']",t,t,Seattle,WA,House,Private room,2,1.0,1.0,1.0,Real Bed,60.0,420.0,1800.0,,40.0,2,0,,,2016-02-20
10340165,"Seattle, Washington, United States",within a few hours,70,72,f,Greenwood,3.0,3.0,"['email', 'phone', 'reviews']",t,f,Seattle,WA,House,Private room,2,1.0,1.0,2.0,Real Bed,43.0,301.0,1290.0,,,1,0,,,2016-07-12
370361,"Seattle, Washington, United States",within an hour,90,74,t,Greenwood,2.0,2.0,"['email', 'phone', 'reviews', 'kba']",t,t,Seattle,WA,House,Private room,2,1.0,1.0,1.0,Real Bed,85.0,550.0,1750.0,,50.0,3,113,2012-04-02,2015-12-26,2016-05-10
3753645,"Seattle, Washington, United States",,74,98,f,Greenwood,1.0,1.0,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,t,Seattle,WA,Townhouse,Private room,2,1.0,1.0,1.0,Pull-out Sofa,110.0,770.0,3300.0,,,1,0,,,2016-01-04
3535171,"Seattle, Washington, United States",within an hour,88,96,f,Greenwood,2.0,2.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t,Seattle,WA,House,Private room,2,1.0,1.0,1.0,Real Bed,52.0,364.0,1560.0,,20.0,1,44,2014-07-20,2015-12-30,2016-12-13
2037250,"Seattle, Washington, United States",within an hour,94,92,t,Greenwood,2.0,2.0,"['email', 'phone', 'reviews', 'kba']",t,t,Seattle,WA,House,Private room,2,1.0,1.0,1.0,Real Bed,100.0,650.0,3000.0,,50.0,3,23,2014-03-06,2015-10-11,2016-03-24
2605975,"Seattle, Washington, United States",within an hour,75,98,f,,1.0,1.0,"['email', 'phone', 'google', 'reviews', 'jumio']",t,t,Seattle,WA,House,Private room,1,1.0,1.0,1.0,Real Bed,50.0,350.0,1500.0,,10.0,1,52,2014-06-13,2015-12-17,2016-05-20
4825472,"Seattle, Washington, United States",within an hour,79,96,f,Ballard,1.0,1.0,"['email', 'phone', 'google', 'reviews', 'kba']",t,t,Seattle,WA,House,Private room,2,1.0,1.0,1.0,Real Bed,35.0,300.0,1200.0,500.0,50.0,2,15,2015-06-10,2015-12-02,2016-12-06
5500398,"Seattle, Washington, United States",,73,91,f,Greenwood,1.0,1.0,"['email', 'phone', 'google', 'reviews', 'jumio']",t,t,Seattle,WA,House,Private room,2,1.0,1.0,1.0,Real Bed,66.0,420.0,1800.0,100.0,20.0,2,24,2015-04-02,2015-09-01,2016-01-12
587584,"Seattle, Washington, United States",within an hour,84,96,f,Greenwood,3.0,3.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t,Seattle,WA,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,99.0,600.0,2200.0,500.0,80.0,2,11,2012-07-20,2015-12-20,2016-04-01
1220816,"Seattle, Washington, United States",within a day,79,76,f,Greenwood,1.0,1.0,"['email', 'phone', 'facebook', 'google', 'reviews', 'jumio']",t,t,Seattle,WA,House,Entire home/apt,7,1.0,2.0,3.0,Real Bed,89.0,623.0,2670.0,,45.0,1,56,2013-08-10,2015-05-25,2016-01-08
354453,"Seattle, Washington, United States",within an hour,97,76,f,Greenwood,4.0,4.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t,Seattle,WA,House,Entire home/apt,4,,2.0,4.0,Real Bed,150.0,700.0,2000.0,,50.0,2,0,,,2016-05-25
9576550,"Seattle, Washington, United States",,78,73,f,Greenwood,1.0,1.0,"['email', 'phone', 'reviews']",t,f,Seattle,WA,Apartment,Entire home/apt,1,1.0,1.0,1.0,Real Bed,90.0,630.0,2700.0,,,1,0,,,2016-03-05
3793790,"Seattle, Washington, United States",within an hour,92,82,t,Holly Park,2.0,2.0,"['email', 'phone', 'google', 'reviews', 'jumio']",t,t,Seattle,WA,House,Private room,2,1.0,1.0,1.0,Real Bed,45.0,250.0,900.0,,,1,39,2014-08-14,2015-12-24,2016-10-26
9013210,"Seattle, Washington, United States",within an hour,79,78,f,Holly Park,1.0,1.0,"['email', 'phone', 'google', 'reviews', 'jumio']",t,t,Seattle,WA,House,Private room,2,1.5,1.0,1.0,Real Bed,60.0,420.0,1800.0,,,1,3,2015-10-25,2015-11-23,2016-07-09
9863457,US,within a day,92,78,f,Holly Park,2.0,2.0,"['email', 'phone', 'google', 'jumio']",t,t,Seattle,WA,Townhouse,Private room,2,1.0,1.0,1.0,Real Bed,50.0,350.0,1500.0,100.0,15.0,1,0,,,2016-12-10
23356,"Seattle, Washington, United States",,87,77,f,Holly Park,2.0,2.0,"['email', 'phone', 'facebook', 'reviews']",t,f,Seattle,WA,House,Entire home/apt,10,2.0,3.0,3.0,Real Bed,215.0,1250.0,3800.0,200.0,,3,6,2011-04-20,2015-06-21,2016-04-27
6425537,"Seattle, Washington, United States",,95,88,f,,1.0,1.0,"['email', 'phone', 'facebook', 'reviews']",t,f,Seattle,WA,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,138.0,800.0,3250.0,,,1,11,2015-06-08,2015-08-05,2016-10-15
7921453,"Los Angeles, California, United States",within a day,95,87,f,Beverly Hills,4.0,4.0,"['email', 'phone', 'jumio']",t,f,Seattle,WA,Camper/RV,Entire home/apt,4,1.0,0.0,2.0,Real Bed,375.0,2625.0,11250.0,,,1,0,,,2016-03-08
8634897,US,within an hour,85,89,f,Fauntleroy,1.0,1.0,"['email', 'phone', 'reviews']",t,f,Seattle,WA,House,Entire home/apt,6,2.5,3.0,3.0,Real Bed,270.0,1890.0,8100.0,300.0,55.0,2,6,2015-10-11,2015-12-13,2016-10-17
3604931,US,within a day,89,86,f,Fauntleroy,1.0,1.0,"['email', 'phone', 'reviews', 'jumio']",t,t,Seattle,WA,House,Entire home/apt,9,4.0,5.0,5.0,Real Bed,495.0,3465.0,14850.0,300.0,150.0,3,2,2015-04-27,2015-10-12,2016-03-28
6937492,"Seattle, Washington, United States",within an hour,85,99,t,Fauntleroy,1.0,1.0,"['email', 'phone', 'google', 'reviews', 'kba']",t,t,Seattle,WA,House,Entire home/apt,4,1.5,2.0,3.0,Real Bed,165.0,1155.0,3950.0,,75.0,2,14,2015-07-18,2015-12-30,2016-06-19
1048798,"Seattle, Washington, United States",within an hour,74,81,t,Fauntleroy,1.0,1.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t,Seattle,WA,House,Entire home/apt,4,2.0,1.0,2.0,Real Bed,129.0,1295.0,5000.0,500.0,100.0,2,106,2013-04-25,2015-12-21,2016-02-12
613020,"Seattle, Washington, United States",within a few hours,99,85,t,Fauntleroy,1.0,1.0,"['email', 'phone', 'reviews', 'jumio']",t,t,Seattle,WA,House,Private room,2,1.0,1.0,2.0,Real Bed,75.0,510.0,2010.0,,10.0,2,105,2012-07-30,2015-08-15,2016-12-27
9109293,US,,92,93,f,Fauntleroy,1.0,1.0,['phone'],t,f,Seattle,WA,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,80.0,560.0,2400.0,200.0,,2,0,,,2016-01-14
6215943,"Seattle, Washington, United States",within a few hours,86,77,f,Fauntleroy,1.0,1.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t,Seattle,WA,House,Entire home/apt,7,1.5,3.0,4.0,Real Bed,177.0,1200.0,5310.0,250.0,100.0,2,7,2015-06-07,2015-11-02,2016-12-11
4069543,"Seattle, Washington, United States",within a few hours,87,81,t,Gatewood,2.0,2.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t,Seattle,WA,House,Private room,5,1.5,1.0,2.0,Real Bed,85.0,595.0,2550.0,,,1,67,2014-09-10,2015-11-18,2016-03-12
3986788,"Seattle, Washington, United States",within an hour,96,75,f,Fauntleroy,1.0,1.0,"['email', 'phone', 'linkedin', 'reviews', 'kba']",t,t,Seattle,WA,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,87.0,500.0,1850.0,100.0,35.0,3,6,2015-07-19,2015-12-13,2016-04-30
3968416,"Seattle, Washington, United States",within an hour,76,99,t,Fauntleroy,1.0,1.0,"['email', 'phone', 'facebook', 'linkedin', 'reviews', 'kba']",t,t,Seattle,WA,House,Private room,2,1.0,1.0,1.0,Real Bed,78.0,546.0,2340.0,,,1,31,2014-08-31,2015-08-17,2016-04-08
1806899,"Seattle, Washington, United States",within a few hours,84,91,t,North Beacon Hill,2.0,2.0,"['email', 'phone', 'google', 'reviews', 'kba']",t,t,Seattle,WA,House,Private room,2,1.5,1.0,1.0,Real Bed,60.0,425.0,1700.0,,,2,70,2014-04-25,2015-12-22,2016-09-15
6168769,"Seattle, Washington, United States",within an hour,99,79,f,North Beacon Hill,1.0,1.0,"['email', 'phone', 'facebook', 'linkedin', 'reviews', 'kba']",t,t,Seattle,WA,House,Private room,2,1.0,1.0,1.0,Real Bed,80.0,450.0,1575.0,,25.0,1,4,2015-09-20,2015-11-14,2016-11-06
8187592,"Seattle, Washington, United States",,92,91,f,North Beacon Hill,2.0,2.0,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,t,Seattle,WA,Townhouse,Entire home/apt,4,2.5,2.0,2.0,Real Bed,180.0,1260.0,5400.0,300.0,80.0,1,2,2015-09-27,2015-10-04,2016-05-19
1925661,"Seattle, Washington, United States",within an hour,79,87,f,North Beacon Hill,1.0,1.0,"['email', 'phone', 'reviews', 'kba']",t,t,Seattle,WA,House,Private room,2,1.0,1.0,1.0,Real Bed,39.0,292.0,1029.0,300.0,35.0,2,23,2014-05-28,2015-11-29,2016-09-07
4760968,"Seattle, Washington, United States",within an hour,91,86,t,North Beacon Hill,1.0,1.0,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,t,Seattle,WA,House,Private room,2,1.0,1.0,1.0,Futon,60.0,450.0,1950.0,,5.0,1,64,2014-12-10,2015-11-25,2016-03-29
3953365,"Seattle, Washington, United States",within an hour,87,89,f,North Beacon Hill,3.0,3.0,"['email', 'phone', 'linkedin', 'reviews', 'kba']",t,t,Seattle,WA,House,Private room,1,1.0,1.0,1.0,Real Bed,42.0,294.0,1260.0,150.0,,1,57,2014-08-26,2015-12-31,2016-03-03
